age,job,default,housing,loan,marital,education,y
30,services,no,yes,no,married,secondary,no
37,management,no,yes,no,married,tertiary,no
34,services,no,no,no,married,secondary,no
31,admin.,no,yes,no,single,secondary,no
33,admin.,no,yes,no,married,secondary,no
51,blue-collar,no,no,no,married,unknown,no
42,admin.,no,yes,no,divorced,secondary,no
34,admin.,no,yes,no,single,secondary,yes
50,blue-collar,no,yes,no,married,secondary,no
36,blue-collar,no,yes,no,single,primary,no
32,services,no,yes,no,single,secondary,no
52,retired,no,yes,yes,divorced,primary,yes
38,blue-collar,no,yes,no,married,primary,no
38,management,no,yes,no,single,tertiary,no
29,blue-collar,no,yes,no,single,primary,no
50,admin.,no,yes,yes,married,secondary,no
35,blue-collar,no,yes,no,married,secondary,no
39,services,no,no,no,married,tertiary,no
29,blue-collar,no,yes,no,single,secondary,no
52,blue-collar,no,yes,no,married,secondary,no
52,blue-collar,no,yes,no,married,secondary,no
35,blue-collar,no,yes,no,married,secondary,yes
43,services,no,yes,yes,married,primary,no
32,technician,no,yes,no,single,tertiary,no
31,services,no,yes,no,married,secondary,no
33,blue-collar,no,yes,no,married,secondary,no
43,blue-collar,no,yes,no,married,primary,no
34,blue-collar,no,yes,yes,married,secondary,no
32,blue-collar,no,yes,no,married,secondary,no
54,management,no,yes,no,married,secondary,no
38,blue-collar,no,yes,no,married,secondary,no
33,services,no,yes,no,married,secondary,no
38,services,no,yes,no,married,tertiary,no
28,blue-collar,no,yes,yes,single,secondary,no
34,technician,no,yes,no,married,secondary,no
28,technician,no,yes,no,married,secondary,no
29,technician,no,yes,yes,single,secondary,no
24,blue-collar,no,yes,no,single,secondary,no
24,blue-collar,no,yes,yes,married,secondary,no
32,management,no,yes,no,divorced,tertiary,yes
36,technician,no,yes,no,single,tertiary,no
30,services,no,yes,no,single,secondary,no
43,blue-collar,no,yes,no,married,secondary,no
60,management,no,no,no,married,tertiary,yes
45,unemployed,no,yes,no,divorced,primary,no
39,blue-collar,no,yes,no,single,primary,no
43,admin.,no,yes,no,single,secondary,no
31,blue-collar,no,yes,yes,married,secondary,no
31,admin.,no,yes,no,married,secondary,no
24,student,no,yes,no,single,secondary,no
28,entrepreneur,no,yes,no,married,secondary,no
30,blue-collar,no,yes,no,single,secondary,no
29,blue-collar,no,yes,yes,married,secondary,no
46,blue-collar,no,yes,yes,married,primary,no
33,admin.,no,yes,no,single,secondary,no
42,blue-collar,no,yes,no,married,secondary,no
54,management,no,yes,no,married,tertiary,no
34,blue-collar,no,yes,no,married,primary,yes
34,admin.,no,yes,no,single,secondary,no
33,management,no,yes,no,single,tertiary,no
31,self-employed,no,yes,no,single,tertiary,no
35,technician,no,yes,no,divorced,secondary,no
31,admin.,no,yes,no,single,secondary,no
33,blue-collar,no,yes,no,single,secondary,no
43,admin.,no,yes,no,married,secondary,no
54,blue-collar,no,yes,no,married,primary,no
36,technician,no,yes,no,divorced,secondary,no
36,management,yes,yes,no,single,tertiary,no
36,services,no,yes,no,divorced,secondary,no
33,services,no,yes,no,single,secondary,no
30,services,no,yes,yes,married,secondary,no
55,blue-collar,no,yes,no,single,primary,no
28,technician,no,no,no,single,secondary,no
46,services,no,yes,no,married,tertiary,no
30,blue-collar,no,yes,no,single,unknown,no
32,blue-collar,no,yes,no,single,secondary,no
32,student,no,yes,no,single,secondary,no
39,blue-collar,no,yes,no,married,primary,no
22,blue-collar,no,yes,no,single,secondary,no
55,management,no,yes,no,married,tertiary,no
35,blue-collar,no,yes,no,married,primary,no
34,admin.,no,yes,no,married,secondary,no
35,services,no,yes,no,married,secondary,no
38,management,no,yes,no,married,tertiary,no
51,management,no,yes,no,married,tertiary,no
36,entrepreneur,no,yes,no,married,secondary,no
36,management,no,yes,no,single,tertiary,no
52,blue-collar,no,yes,no,married,secondary,no
39,admin.,no,yes,no,married,secondary,no
39,admin.,no,yes,no,single,secondary,no
36,entrepreneur,no,no,no,married,tertiary,no
37,services,no,yes,yes,married,secondary,no
34,management,no,yes,no,married,tertiary,no
41,admin.,no,yes,no,married,secondary,no
38,technician,no,yes,no,married,secondary,no
35,services,no,yes,no,married,secondary,no
48,blue-collar,no,yes,no,married,secondary,no
40,blue-collar,no,yes,no,married,secondary,no
45,technician,no,yes,no,divorced,secondary,no
40,blue-collar,no,yes,yes,divorced,primary,no
34,services,no,yes,no,married,secondary,no
30,technician,no,yes,no,married,secondary,no
33,blue-collar,no,yes,yes,single,secondary,no
34,technician,no,yes,no,married,secondary,no
43,admin.,no,yes,no,married,secondary,no
55,services,no,yes,no,married,secondary,no
32,self-employed,no,yes,no,married,primary,no
30,blue-collar,no,yes,yes,married,secondary,no
30,blue-collar,no,no,no,married,secondary,yes
37,technician,no,yes,no,married,secondary,no
34,blue-collar,no,yes,no,divorced,primary,no
52,retired,no,yes,yes,married,primary,no
44,entrepreneur,no,yes,no,married,secondary,no
33,management,no,yes,no,single,secondary,no
22,blue-collar,no,yes,no,single,secondary,no
53,services,no,yes,no,married,secondary,no
29,blue-collar,no,yes,yes,married,secondary,yes
28,services,no,yes,yes,single,secondary,no
44,blue-collar,no,yes,no,married,primary,no
31,blue-collar,no,yes,no,married,primary,no
34,admin.,no,yes,yes,married,secondary,no
40,technician,no,yes,yes,divorced,secondary,no
34,admin.,no,no,no,married,secondary,no
54,blue-collar,no,yes,yes,married,primary,no
28,technician,no,yes,no,married,secondary,no
34,technician,no,yes,no,single,tertiary,no
37,management,no,yes,yes,married,tertiary,no
58,technician,no,yes,no,married,secondary,no
37,blue-collar,no,yes,no,married,unknown,no
33,technician,no,yes,no,divorced,secondary,no
36,blue-collar,no,yes,no,single,secondary,no
32,blue-collar,no,yes,no,married,secondary,no
28,services,no,yes,no,single,secondary,no
31,technician,no,yes,no,single,tertiary,yes
32,blue-collar,no,yes,no,married,secondary,no
34,management,no,no,no,married,tertiary,no
54,admin.,no,yes,no,married,secondary,no
40,technician,no,yes,no,single,secondary,no
45,blue-collar,no,yes,yes,married,primary,no
29,technician,no,yes,no,single,secondary,no
34,admin.,no,yes,yes,married,secondary,no
32,blue-collar,no,yes,no,married,secondary,yes
56,services,no,yes,yes,single,secondary,no
74,management,no,no,no,married,tertiary,no
49,admin.,no,yes,no,married,secondary,no
39,admin.,no,yes,no,married,secondary,no
38,blue-collar,no,yes,no,married,secondary,no
34,blue-collar,no,yes,no,single,secondary,no
38,blue-collar,no,yes,yes,married,primary,no
48,management,no,yes,no,married,tertiary,no
31,admin.,no,yes,no,married,secondary,no
36,blue-collar,no,yes,no,married,secondary,no
30,admin.,no,yes,no,single,secondary,yes
79,retired,no,no,no,married,primary,no
38,management,no,yes,yes,married,tertiary,no
60,retired,no,yes,no,married,primary,no
30,blue-collar,no,yes,no,married,secondary,no
36,management,no,yes,no,single,tertiary,no
53,blue-collar,no,yes,yes,married,primary,no
34,services,no,yes,yes,married,secondary,no
30,blue-collar,no,yes,yes,married,secondary,no
40,blue-collar,no,yes,no,married,unknown,no
48,blue-collar,no,yes,no,single,primary,no
41,housemaid,no,yes,no,divorced,secondary,no
32,blue-collar,no,yes,no,single,secondary,no
30,housemaid,no,yes,no,single,tertiary,no
57,blue-collar,no,yes,no,married,primary,no
39,self-employed,no,yes,yes,married,tertiary,yes
42,blue-collar,no,yes,no,married,secondary,no
40,blue-collar,no,yes,yes,married,secondary,no
46,blue-collar,no,yes,no,married,secondary,no
39,technician,no,yes,yes,married,secondary,no
41,blue-collar,no,yes,no,married,secondary,no
42,services,no,yes,yes,married,secondary,no
34,admin.,no,yes,no,married,secondary,no
50,admin.,no,yes,no,divorced,tertiary,no
41,management,no,yes,no,single,tertiary,no
48,technician,no,yes,no,single,secondary,no
34,blue-collar,no,yes,no,married,primary,no
53,retired,no,yes,yes,divorced,secondary,no
36,blue-collar,no,yes,no,married,primary,no
33,blue-collar,no,yes,no,married,primary,yes
40,services,no,yes,no,single,secondary,yes
31,blue-collar,no,no,no,married,secondary,no
29,management,no,no,yes,married,tertiary,no
29,blue-collar,no,yes,no,married,secondary,no
49,management,no,yes,no,married,tertiary,no
32,blue-collar,no,yes,no,married,secondary,no
38,management,no,yes,no,married,tertiary,yes
36,management,no,yes,yes,married,tertiary,no
35,management,no,yes,no,single,tertiary,yes
30,blue-collar,no,yes,no,married,secondary,no
33,admin.,no,no,no,married,primary,no
30,admin.,no,yes,no,single,secondary,no
34,services,no,yes,no,married,secondary,no
29,services,no,yes,no,married,secondary,no
31,unemployed,no,yes,no,married,secondary,no
33,blue-collar,no,yes,no,married,secondary,no
41,blue-collar,no,yes,no,married,secondary,no
33,blue-collar,no,yes,no,married,primary,no
43,blue-collar,no,yes,no,divorced,secondary,no
47,admin.,no,no,no,single,primary,no
47,management,no,yes,no,married,tertiary,no
38,technician,no,yes,no,single,tertiary,no
40,blue-collar,no,yes,yes,married,primary,no
31,technician,no,yes,no,married,secondary,no
36,blue-collar,no,yes,no,married,primary,no
45,blue-collar,no,no,no,married,primary,no
41,technician,no,yes,no,single,tertiary,no
37,admin.,no,yes,no,married,primary,no
38,blue-collar,no,yes,no,married,secondary,no
47,blue-collar,no,yes,no,married,secondary,no
43,blue-collar,no,yes,no,married,secondary,no
37,blue-collar,no,yes,no,married,primary,yes
37,blue-collar,no,yes,no,married,primary,no
49,blue-collar,no,yes,no,married,primary,no
31,technician,no,yes,yes,married,tertiary,no
33,technician,no,yes,no,married,secondary,no
36,blue-collar,no,yes,no,married,secondary,no
33,management,no,yes,no,married,tertiary,no
51,blue-collar,no,yes,no,married,secondary,no
35,management,no,yes,yes,married,tertiary,no
30,blue-collar,no,yes,no,married,secondary,no
39,blue-collar,no,yes,no,married,primary,no
29,technician,no,yes,no,married,secondary,yes
39,management,no,yes,no,married,secondary,no
32,management,no,yes,no,single,tertiary,no
38,admin.,no,yes,no,married,secondary,no
36,management,no,no,no,married,tertiary,no
41,services,no,yes,no,married,primary,no
39,admin.,no,yes,no,married,secondary,no
35,blue-collar,no,yes,no,married,secondary,no
38,admin.,no,yes,no,divorced,secondary,no
34,services,no,yes,no,married,tertiary,no
39,services,no,yes,no,married,secondary,no
44,management,no,yes,no,single,tertiary,no
33,technician,no,yes,no,married,secondary,no
34,blue-collar,no,yes,no,married,secondary,no
35,blue-collar,no,yes,no,single,secondary,no
35,admin.,no,yes,no,married,secondary,no
38,services,no,yes,no,married,secondary,no
32,unemployed,no,yes,no,single,secondary,no
32,technician,no,yes,yes,single,tertiary,no
38,technician,no,yes,yes,single,secondary,no
37,blue-collar,no,yes,no,married,secondary,no
61,retired,no,no,no,divorced,primary,no
37,entrepreneur,no,yes,no,married,secondary,no
36,self-employed,no,yes,no,married,secondary,no
32,technician,no,yes,no,single,secondary,no
52,blue-collar,no,yes,no,married,primary,no
44,admin.,no,yes,no,married,secondary,no
37,blue-collar,no,yes,no,married,primary,no
46,blue-collar,no,yes,no,married,primary,no
45,blue-collar,no,yes,no,married,primary,no
34,management,no,yes,no,married,tertiary,no
37,admin.,no,yes,no,single,tertiary,no
71,retired,no,no,no,married,primary,yes
36,services,no,yes,no,single,secondary,no
35,admin.,no,yes,no,married,secondary,no
40,admin.,no,yes,no,married,secondary,no
39,services,no,no,no,divorced,secondary,no
34,entrepreneur,no,yes,no,single,tertiary,no
55,management,no,yes,no,married,secondary,no
31,services,no,yes,yes,married,secondary,no
30,services,no,yes,no,married,secondary,no
40,blue-collar,no,yes,no,married,secondary,no
49,services,no,yes,no,married,secondary,no
36,management,no,no,no,married,tertiary,no
44,technician,no,yes,no,married,secondary,no
36,blue-collar,no,yes,yes,single,unknown,no
43,technician,no,yes,no,married,secondary,no
36,technician,yes,yes,no,single,secondary,yes
35,blue-collar,no,yes,no,married,secondary,no
59,services,no,yes,no,divorced,primary,no
24,blue-collar,no,yes,no,married,secondary,no
38,blue-collar,no,yes,no,divorced,secondary,no
32,services,no,yes,no,single,secondary,no
48,management,no,yes,no,divorced,tertiary,no
33,blue-collar,yes,yes,yes,divorced,unknown,yes
35,services,no,yes,no,married,secondary,no
42,services,no,yes,no,married,secondary,no
32,blue-collar,no,yes,no,married,primary,no
31,admin.,no,no,no,married,secondary,no
46,management,no,yes,no,single,tertiary,no
58,blue-collar,no,yes,no,married,secondary,no
30,blue-collar,no,yes,no,single,secondary,no
52,admin.,no,yes,no,divorced,secondary,no
33,admin.,no,yes,no,married,secondary,no
27,blue-collar,no,yes,yes,single,secondary,no
38,blue-collar,no,yes,no,single,primary,no
35,blue-collar,no,yes,no,married,secondary,no
30,services,no,yes,no,married,tertiary,no
54,self-employed,no,yes,no,married,secondary,no
33,blue-collar,no,yes,yes,single,secondary,no
37,management,no,yes,no,married,tertiary,no
33,self-employed,no,yes,no,single,tertiary,no
42,housemaid,no,yes,yes,married,secondary,no
42,blue-collar,no,yes,no,married,secondary,no
33,blue-collar,no,yes,no,married,secondary,no
31,blue-collar,no,yes,no,single,primary,no
45,technician,no,yes,no,married,secondary,no
35,services,no,yes,no,married,secondary,no
34,technician,no,yes,no,single,secondary,no
35,management,no,yes,no,married,tertiary,no
30,admin.,no,yes,no,single,tertiary,no
30,admin.,no,yes,no,single,secondary,no
38,technician,no,yes,no,married,secondary,no
37,management,no,yes,no,single,tertiary,no
34,management,no,yes,no,married,tertiary,no
48,blue-collar,no,yes,no,single,primary,no
37,blue-collar,no,yes,no,married,secondary,no
26,self-employed,no,yes,yes,single,tertiary,no
30,blue-collar,no,yes,no,married,secondary,no
25,technician,no,yes,no,single,secondary,no
40,blue-collar,no,yes,no,married,primary,no
32,blue-collar,no,yes,no,married,primary,no
28,admin.,no,no,yes,married,secondary,no
47,admin.,no,yes,no,married,secondary,no
51,blue-collar,no,yes,no,married,primary,no
34,management,yes,yes,no,married,secondary,yes
35,blue-collar,no,yes,no,married,unknown,yes
30,blue-collar,no,yes,no,married,secondary,no
33,technician,no,no,no,married,secondary,yes
32,admin.,no,yes,no,single,secondary,no
29,blue-collar,no,yes,no,married,secondary,no
28,management,no,yes,no,single,tertiary,no
46,management,no,yes,no,married,secondary,no
32,services,no,yes,no,divorced,secondary,no
45,blue-collar,no,yes,no,married,secondary,no
35,services,no,yes,yes,married,secondary,no
29,management,no,yes,no,married,tertiary,no
28,housemaid,no,no,no,single,tertiary,yes
43,blue-collar,no,yes,no,married,secondary,no
33,blue-collar,no,yes,no,single,primary,no
33,admin.,no,yes,no,single,secondary,no
30,entrepreneur,no,yes,no,married,primary,no
41,admin.,no,yes,no,married,secondary,no
34,entrepreneur,no,yes,no,married,primary,no
58,retired,no,yes,yes,married,primary,no
30,management,no,yes,no,single,tertiary,no
60,retired,no,yes,no,divorced,tertiary,no
31,admin.,no,no,no,single,secondary,yes
40,services,no,yes,no,single,secondary,no
39,technician,no,yes,no,married,secondary,no
28,management,no,no,yes,married,tertiary,no
30,services,no,yes,no,single,secondary,no
49,entrepreneur,no,yes,no,married,secondary,yes
29,services,no,yes,no,single,secondary,no
41,blue-collar,no,yes,yes,married,primary,no
38,blue-collar,no,yes,no,married,secondary,no
29,blue-collar,no,yes,yes,married,secondary,no
34,blue-collar,no,yes,no,married,primary,no
38,services,no,yes,no,divorced,secondary,no
31,services,no,yes,no,single,secondary,no
37,blue-collar,no,yes,yes,married,secondary,no
31,management,no,yes,no,single,tertiary,no
33,services,no,no,no,married,secondary,no
30,technician,no,yes,no,married,secondary,no
48,entrepreneur,no,yes,no,married,tertiary,no
49,blue-collar,no,no,no,married,secondary,no
31,technician,no,yes,no,single,secondary,no
50,blue-collar,no,yes,no,married,unknown,no
28,blue-collar,no,yes,no,single,secondary,no
41,blue-collar,no,yes,no,divorced,secondary,no
43,management,no,yes,no,married,tertiary,no
47,services,no,yes,no,divorced,primary,no
29,admin.,no,yes,no,single,secondary,no
35,management,no,yes,no,single,tertiary,no
32,blue-collar,no,yes,yes,married,primary,no
42,blue-collar,no,yes,no,married,secondary,no
36,blue-collar,no,yes,yes,divorced,secondary,no
37,blue-collar,no,yes,no,divorced,secondary,no
31,blue-collar,no,yes,no,single,secondary,no
40,blue-collar,no,yes,no,married,secondary,no
32,self-employed,no,yes,no,divorced,primary,no
47,management,no,yes,no,married,secondary,no
29,technician,no,no,no,single,secondary,yes
36,services,no,yes,no,married,secondary,no
43,technician,no,yes,no,divorced,secondary,no
50,technician,no,yes,no,divorced,secondary,no
31,services,no,yes,yes,single,secondary,no
35,blue-collar,no,yes,no,married,secondary,no
31,blue-collar,no,yes,no,single,secondary,no
37,management,no,yes,no,married,tertiary,no
34,blue-collar,no,yes,yes,married,primary,no
44,blue-collar,no,yes,no,married,secondary,no
38,management,no,yes,no,single,tertiary,no
25,self-employed,no,no,no,single,tertiary,no
37,blue-collar,no,yes,yes,married,primary,no
28,services,no,yes,yes,single,secondary,no
34,blue-collar,no,yes,no,married,tertiary,no
32,technician,no,yes,no,single,secondary,no
27,management,no,yes,no,single,tertiary,no
53,management,no,yes,no,married,tertiary,no
35,admin.,no,yes,no,married,secondary,no
43,management,no,yes,no,married,tertiary,no
34,technician,no,yes,no,married,tertiary,no
42,housemaid,no,yes,no,single,secondary,no
46,services,no,yes,no,divorced,primary,no
39,technician,no,yes,no,married,primary,no
33,management,no,yes,no,married,tertiary,yes
35,management,no,yes,no,married,tertiary,no
37,blue-collar,no,yes,no,married,primary,no
53,services,no,yes,no,divorced,primary,no
53,admin.,no,yes,no,divorced,secondary,no
26,blue-collar,no,yes,no,married,secondary,no
57,housemaid,no,no,no,married,tertiary,yes
32,technician,no,yes,no,married,secondary,no
27,blue-collar,no,yes,no,married,secondary,no
34,technician,no,yes,no,married,secondary,no
49,blue-collar,no,yes,yes,married,secondary,no
40,technician,no,yes,yes,married,secondary,no
29,blue-collar,no,yes,no,single,secondary,no
41,self-employed,no,yes,no,married,secondary,yes
34,management,no,yes,yes,single,tertiary,no
35,blue-collar,no,yes,no,married,primary,no
70,retired,no,no,no,married,secondary,no
29,services,no,yes,no,single,secondary,no
27,unemployed,no,yes,yes,married,secondary,no
53,technician,no,yes,no,divorced,secondary,no
39,blue-collar,no,yes,yes,married,secondary,no
40,blue-collar,no,yes,no,married,primary,no
31,blue-collar,no,yes,yes,married,primary,no
31,blue-collar,no,yes,no,married,secondary,no
39,services,no,yes,no,married,secondary,no
47,blue-collar,no,yes,yes,divorced,secondary,no
35,management,no,yes,no,single,tertiary,no
33,services,no,yes,no,married,secondary,no
51,blue-collar,no,yes,no,married,primary,no
39,services,no,yes,no,married,secondary,no
57,blue-collar,no,yes,no,married,secondary,no
50,blue-collar,no,yes,no,married,primary,no
38,blue-collar,no,yes,yes,married,secondary,no
33,admin.,no,yes,no,single,secondary,no
42,blue-collar,no,yes,no,married,primary,no
24,blue-collar,no,yes,yes,married,secondary,no
40,management,no,yes,no,married,secondary,no
36,technician,no,yes,yes,single,tertiary,no
32,blue-collar,no,yes,no,married,primary,no
31,technician,no,yes,no,married,secondary,no
30,blue-collar,no,yes,no,single,secondary,no
38,admin.,no,yes,no,married,secondary,no
54,management,no,yes,no,married,primary,no
36,admin.,no,yes,no,married,tertiary,no
30,services,no,yes,yes,single,secondary,no
48,blue-collar,no,yes,yes,married,primary,no
32,blue-collar,no,yes,no,married,secondary,no
29,blue-collar,no,yes,no,married,secondary,no
32,housemaid,no,yes,no,married,secondary,no
35,blue-collar,no,yes,no,married,secondary,no
31,blue-collar,no,yes,no,married,secondary,no
36,blue-collar,no,yes,no,married,secondary,no
38,self-employed,no,yes,no,married,secondary,no
38,admin.,no,no,no,married,tertiary,no
35,management,no,yes,no,single,tertiary,no
35,blue-collar,no,no,no,married,primary,no
37,services,no,yes,no,divorced,primary,no
45,blue-collar,no,yes,no,married,unknown,no
36,management,no,yes,no,married,tertiary,no
47,management,no,yes,no,married,tertiary,no
35,services,no,yes,no,married,unknown,no
34,admin.,no,yes,no,single,secondary,no
31,technician,no,yes,yes,single,secondary,no
36,blue-collar,no,yes,no,married,secondary,no
36,blue-collar,no,no,no,married,secondary,no
46,blue-collar,no,yes,no,married,secondary,no
35,technician,no,yes,no,single,secondary,no
23,technician,no,yes,no,single,secondary,no
40,technician,no,no,no,married,secondary,no
51,blue-collar,no,yes,yes,married,secondary,no
28,services,no,yes,yes,married,secondary,no
74,retired,no,no,no,married,secondary,yes
32,admin.,no,yes,no,married,secondary,no
35,blue-collar,no,yes,no,married,secondary,no
42,blue-collar,no,yes,no,married,primary,yes
30,blue-collar,no,yes,no,single,secondary,no
40,admin.,no,yes,no,married,secondary,no
50,blue-collar,no,yes,no,married,primary,no
53,technician,no,yes,no,married,secondary,yes
56,blue-collar,no,no,no,married,secondary,no
26,admin.,no,yes,no,single,secondary,no
29,blue-collar,no,yes,yes,married,primary,no
33,technician,no,yes,no,single,tertiary,no
34,blue-collar,no,yes,no,married,secondary,no
40,management,no,yes,no,married,tertiary,no
42,blue-collar,no,yes,no,married,primary,no
32,admin.,no,no,no,single,secondary,no
37,technician,no,yes,no,single,tertiary,no
46,services,no,yes,no,divorced,secondary,no
35,entrepreneur,no,yes,no,single,tertiary,no
47,blue-collar,no,yes,no,married,secondary,no
44,blue-collar,no,yes,no,married,primary,no
32,blue-collar,no,yes,no,married,primary,no
42,admin.,no,yes,yes,divorced,tertiary,no
23,admin.,no,yes,no,single,secondary,no
47,blue-collar,no,yes,no,married,secondary,no
39,admin.,no,yes,no,married,secondary,no
38,admin.,no,yes,yes,married,secondary,yes
33,blue-collar,no,yes,yes,single,secondary,no
41,technician,no,no,no,married,secondary,yes
31,technician,no,no,no,single,secondary,no
46,technician,no,yes,no,married,secondary,no
37,admin.,no,yes,no,married,secondary,no
36,admin.,no,yes,no,divorced,primary,no
37,self-employed,no,yes,no,single,primary,no
32,technician,no,yes,no,married,secondary,no
49,technician,no,no,no,married,unknown,no
58,retired,no,yes,no,married,primary,no
34,services,no,yes,no,married,secondary,no
46,services,no,yes,no,married,secondary,no
30,admin.,no,yes,no,single,secondary,no
59,management,no,yes,no,married,tertiary,no
40,blue-collar,no,yes,no,married,primary,no
31,technician,no,yes,no,single,secondary,no
33,blue-collar,no,yes,no,married,primary,no
38,blue-collar,no,yes,no,single,secondary,no
37,blue-collar,no,yes,no,single,secondary,no
32,services,no,yes,no,single,secondary,no
38,management,no,yes,no,single,tertiary,no
56,technician,no,yes,yes,married,secondary,no
37,housemaid,no,yes,no,married,primary,no
44,management,no,yes,no,divorced,tertiary,no
38,admin.,no,yes,no,married,primary,no
32,management,no,yes,yes,single,tertiary,no
26,technician,no,no,no,single,secondary,yes
24,blue-collar,no,yes,no,single,secondary,no
21,blue-collar,no,yes,no,single,secondary,no
36,blue-collar,no,yes,no,married,secondary,no
32,admin.,no,yes,no,married,secondary,no
35,self-employed,no,yes,no,single,tertiary,no
30,management,no,yes,no,single,tertiary,no
28,blue-collar,no,yes,no,married,secondary,no
37,blue-collar,no,yes,no,married,secondary,no
50,admin.,no,yes,no,married,secondary,no
22,student,no,no,no,single,secondary,yes
45,blue-collar,no,yes,no,married,secondary,no
33,blue-collar,no,yes,no,married,secondary,no
39,management,no,yes,no,single,tertiary,no
50,blue-collar,no,yes,yes,married,primary,no
32,services,no,yes,no,single,secondary,no
52,technician,no,no,no,married,secondary,yes
40,technician,no,yes,no,married,primary,yes
42,blue-collar,no,yes,no,married,unknown,no
32,admin.,no,no,no,married,secondary,no
28,blue-collar,no,yes,no,married,secondary,no
30,management,no,yes,no,single,secondary,no
43,services,no,yes,no,married,secondary,no
46,technician,no,no,no,married,secondary,no
37,blue-collar,no,yes,no,married,secondary,no
50,entrepreneur,no,yes,no,married,primary,no
32,management,no,yes,yes,married,tertiary,no
32,blue-collar,no,yes,no,married,secondary,no
35,blue-collar,no,yes,yes,married,primary,no
37,blue-collar,no,yes,no,married,secondary,no
32,entrepreneur,no,yes,no,married,secondary,yes
30,services,no,yes,no,single,unknown,no
49,technician,no,yes,no,married,secondary,no
42,blue-collar,no,yes,no,married,primary,no
36,admin.,no,yes,no,single,secondary,no
32,blue-collar,no,yes,yes,married,secondary,no
31,blue-collar,no,yes,yes,married,secondary,no
31,blue-collar,no,yes,no,single,primary,no
38,services,no,yes,no,married,secondary,no
34,blue-collar,no,yes,no,married,secondary,no
36,management,no,no,no,married,tertiary,yes
32,services,no,yes,no,single,secondary,no
31,management,no,yes,no,divorced,tertiary,no
29,blue-collar,no,yes,no,married,secondary,no
41,blue-collar,no,yes,no,married,secondary,no
28,technician,no,yes,no,married,secondary,yes
42,blue-collar,no,no,no,married,secondary,no
32,blue-collar,no,yes,yes,single,secondary,no
52,technician,no,yes,no,married,tertiary,no
34,admin.,no,yes,yes,married,secondary,no
33,technician,no,yes,no,married,secondary,no
34,blue-collar,no,yes,no,single,secondary,no
32,blue-collar,no,yes,no,single,secondary,no
39,technician,no,yes,yes,married,secondary,no
61,management,no,no,no,single,tertiary,no
22,student,no,yes,no,single,secondary,no
37,blue-collar,no,yes,no,married,primary,no
37,blue-collar,no,yes,yes,married,primary,no
56,technician,no,yes,no,married,secondary,no
32,technician,no,no,no,married,secondary,no
31,technician,no,yes,no,single,secondary,no
45,blue-collar,no,yes,no,married,primary,no
36,blue-collar,no,yes,no,married,primary,no
32,services,no,yes,no,married,secondary,no
28,management,no,no,no,single,secondary,yes
47,management,no,yes,no,married,primary,no
35,management,no,yes,no,married,tertiary,yes
57,admin.,no,yes,no,married,primary,no
33,blue-collar,no,yes,no,married,primary,no
32,admin.,no,yes,no,single,secondary,no
43,technician,no,yes,no,married,primary,no
35,management,no,yes,no,married,tertiary,no
40,blue-collar,no,yes,no,married,primary,no
56,unemployed,no,yes,yes,divorced,secondary,no
57,technician,no,yes,yes,married,tertiary,no
46,blue-collar,no,yes,no,married,primary,no
56,services,no,yes,no,single,secondary,no
58,retired,no,yes,no,married,primary,no
46,blue-collar,no,yes,no,divorced,secondary,no
40,blue-collar,no,yes,no,single,secondary,no
36,management,no,yes,no,married,tertiary,no
30,technician,no,yes,no,single,secondary,no
46,management,no,yes,no,married,primary,yes
34,management,no,yes,no,single,tertiary,no
52,services,no,yes,no,divorced,secondary,no
31,blue-collar,no,yes,no,single,primary,no
29,admin.,no,yes,no,married,secondary,no
41,blue-collar,no,yes,no,married,secondary,no
35,technician,no,yes,yes,married,secondary,no
34,management,no,no,no,single,tertiary,no
43,admin.,no,yes,no,married,secondary,no
50,blue-collar,no,yes,no,married,primary,no
34,management,no,yes,no,single,tertiary,no
30,services,no,yes,yes,married,secondary,no
31,admin.,no,yes,yes,single,secondary,no
33,admin.,no,yes,no,married,secondary,no
30,unemployed,no,no,no,single,secondary,no
36,blue-collar,no,yes,no,married,secondary,no
34,entrepreneur,yes,yes,no,married,secondary,no
43,admin.,no,yes,no,married,secondary,no
27,student,no,yes,no,single,secondary,no
28,unemployed,no,no,no,married,secondary,no
53,admin.,no,yes,no,married,secondary,no
37,management,no,no,no,married,tertiary,no
30,management,no,yes,no,married,tertiary,no
34,blue-collar,no,yes,no,single,secondary,no
33,blue-collar,no,yes,no,married,secondary,no
36,blue-collar,no,yes,no,married,secondary,no
28,technician,no,yes,no,single,secondary,no
56,admin.,no,no,no,married,secondary,no
34,management,no,yes,yes,single,tertiary,no
35,technician,no,yes,no,single,tertiary,no
31,blue-collar,no,yes,no,married,secondary,no
51,entrepreneur,no,yes,yes,divorced,tertiary,no
43,unemployed,no,yes,no,married,secondary,no
33,housemaid,no,yes,no,married,primary,no
35,blue-collar,no,yes,yes,married,secondary,no
41,blue-collar,no,yes,no,married,primary,no
51,blue-collar,no,yes,yes,married,primary,no
48,blue-collar,no,yes,no,married,primary,no
57,retired,no,yes,yes,married,primary,no
29,blue-collar,no,yes,no,single,secondary,no
32,blue-collar,no,yes,no,married,primary,no
33,technician,no,yes,no,married,secondary,no
33,technician,no,yes,no,single,secondary,no
50,unknown,no,yes,yes,married,primary,yes
38,services,no,yes,no,married,secondary,no
